0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
VT-ABC-WO-7836,VT-ABC,IX-2086,Inspection,SEC-L962E,11/15/2024 22:04,11/4/2024 22:21,5,32,Hydraulic leak,Seal,3,RET-C33PF,FALSE,FALSE,
VT-ABC-WO-7446,VT-ABC,SG-8414,Inspection,OPS-U11XT,12/1/2024 15:43,12/8/2024 21:29,5,32,Hydraulic leak,Seal,3,CC-AGGKS,FALSE,FALSE,
VT-ABC-WO-1755,VT-ABC,IX-983,Inspection,SEC-F84WD,11/24/2024 19:05,11/24/2024 11:40,5,32,Hydraulic leak,Seal,3,GH-6TTK3,FALSE,FALSE,
VT-ABC-WO-2936,VT-ABC,BA-7318,Inspection,OPS-40KFB,11/11/2024 2:07,11/3/2024 15:36,5,32,Hydraulic leak,Seal,3,SEC-30K68,FALSE,FALSE,
VT-ABC-WO-4943,VT-ABC,EK-7794,Inspection,OPS-65GC9,12/28/2024 4:52,12/29/2024 13:51,5,32,Hydraulic leak,Seal,3,RET-QEWW0,FALSE,FALSE,
VT-ABC-WO-5782,VT-ABC,EK-1004,Inspection,GH-VMGQ2,10/8/2024 3:31,11/23/2024 12:27,5,32,Hydraulic leak,Seal,3,CC-D24P2,FALSE,FALSE,
VT-ABC-WO-4755,VT-ABC,QR-7902,Inspection,MTC-4C7IB,10/12/2024 15:55,10/9/2024 5:36,5,32,Hydraulic leak,Seal,3,CC-1V9XV,FALSE,FALSE,
VT-ABC-WO-4232,VT-ABC,AI-7113,Inspection,OPS-3MV98,11/21/2024 23:46,11/7/2024 14:16,5,32,Hydraulic leak,Seal,3,CC-XHLQJ,FALSE,FALSE,
VT-ABC-WO-9070,VT-ABC,AF-5669,Inspection,RET-18RFD,12/23/2024 8:11,10/8/2024 7:59,5,32,Hydraulic leak,Seal,3,RET-CJBZU,FALSE,FALSE,
VT-ABC-WO-1340,VT-ABC,EK-1841,Inspection,CC-8SM8G,11/7/2024 8:01,12/10/2024 7:36,5,32,Hydraulic leak,Seal,3,SEC-2HE20,FALSE,FALSE,
VT-ABC-WO-1503,VT-ABC,6E-6601,Inspection,SEC-5DHNO,11/24/2024 15:56,11/9/2024 13:45,5,32,Hydraulic leak,Seal,3,SEC-QULXD,FALSE,FALSE,
VT-ABC-WO-3509,VT-ABC,SG-4660,Inspection,OPS-U39SY,10/29/2024 10:58,11/27/2024 21:31,5,32,Hydraulic leak,Seal,3,CC-1KI8F,FALSE,FALSE,
VT-ABC-WO-3653,VT-ABC,IX-9164,Inspection,OPS-DUPGA,10/6/2024 16:16,10/18/2024 1:44,5,32,Hydraulic leak,Seal,3,GH-OFMWB,FALSE,FALSE,
VT-ABC-WO-6647,VT-ABC,AF-596,Inspection,SEC-PMILR,11/18/2024 17:42,11/11/2024 5:27,5,32,Hydraulic leak,Seal,3,OPS-H5AD4,FALSE,FALSE,
VT-ABC-WO-5506,VT-ABC,AI-9448,Inspection,CC-O8SHA,11/10/2024 21:23,12/3/2024 19:29,5,32,Hydraulic leak,Seal,3,OPS-Y2VH5,FALSE,FALSE,
VT-ABC-WO-3393,VT-ABC,KL-2159,Inspection,GH-6TECY,11/29/2024 13:27,11/7/2024 9:07,5,32,Hydraulic leak,Seal,3,MTC-WC03L,FALSE,FALSE,
VT-ABC-WO-9334,VT-ABC,LH-1948,Inspection,OPS-YNKLD,10/8/2024 7:47,12/19/2024 11:44,5,32,Hydraulic leak,Seal,3,OPS-AHV22,FALSE,FALSE,
VT-ABC-WO-4239,VT-ABC,QR-718,Inspection,OPS-V0IQC,12/26/2024 11:46,11/25/2024 16:03,5,32,Hydraulic leak,Seal,3,CC-6O9LJ,FALSE,FALSE,
VT-ABC-WO-5898,VT-ABC,BA-6962,Inspection,SEC-05ZQR,12/17/2024 8:34,10/13/2024 3:45,5,32,Hydraulic leak,Seal,3,MTC-OKDLM,FALSE,FALSE,
VT-ABC-WO-4720,VT-ABC,SQ-2661,Inspection,OPS-7W8KT,12/12/2024 14:11,12/12/2024 9:10,5,32,Hydraulic leak,Seal,3,MTC-PMIFJ,FALSE,FALSE,
VT-ABC-WO-8127,VT-ABC,6E-3574,Inspection,RET-H3ZBN,10/19/2024 16:50,10/15/2024 14:43,5,32,Hydraulic leak,Seal,3,MTC-2NIMV,FALSE,FALSE,
VT-ABC-WO-4489,VT-ABC,SG-8853,Inspection,OPS-KOD19,10/5/2024 6:04,12/1/2024 8:48,5,32,Hydraulic leak,Seal,3,RET-MNPZB,FALSE,FALSE,
VT-ABC-WO-7845,VT-ABC,UK-8354,Inspection,MTC-UXYRB,12/25/2024 13:42,12/22/2024 17:35,5,32,Hydraulic leak,Seal,3,OPS-K9SIS,FALSE,FALSE,
VT-ABC-WO-1462,VT-ABC,QR-233,Inspection,OPS-X3CW7,11/24/2024 22:14,10/18/2024 4:11,5,32,Hydraulic leak,Seal,3,SEC-7KNM6,FALSE,FALSE,
VT-ABC-WO-1800,VT-ABC,IX-6343,Inspection,RET-PMW5X,11/12/2024 19:43,10/29/2024 22:24,5,32,Hydraulic leak,Seal,3,MTC-KIPA9,FALSE,FALSE,
VT-ABC-WO-2596,VT-ABC,KL-5003,Inspection,RET-2C7I6,10/14/2024 8:49,11/26/2024 5:37,5,32,Hydraulic leak,Seal,3,GH-5YX99,FALSE,FALSE,
VT-ABC-WO-1615,VT-ABC,SG-226,Inspection,MTC-MYF2M,11/3/2024 21:20,12/29/2024 2:24,5,32,Hydraulic leak,Seal,3,SEC-FVERP,FALSE,FALSE,
VT-ABC-WO-4526,VT-ABC,QR-5671,Inspection,GH-6OUJX,12/5/2024 4:28,11/19/2024 5:19,5,32,Hydraulic leak,Seal,3,RET-DG6DD,FALSE,FALSE,
VT-ABC-WO-3778,VT-ABC,6E-5154,Inspection,RET-RNHBG,12/8/2024 22:04,10/15/2024 9:49,5,32,Hydraulic leak,Seal,3,MTC-ZOJV6,FALSE,FALSE,
VT-ABC-WO-5735,VT-ABC,SG-6270,Inspection,OPS-C5W3N,11/20/2024 22:54,11/21/2024 17:45,5,32,Hydraulic leak,Seal,3,GH-1BATP,FALSE,FALSE,
VT-ABC-WO-2531,VT-ABC,EK-610,Inspection,CC-FCW23,12/2/2024 20:55,10/18/2024 16:11,5,32,Hydraulic leak,Seal,3,CC-QX4N3,FALSE,FALSE,
VT-ABC-WO-4409,VT-ABC,SG-9048,Inspection,GH-JV7MP,10/8/2024 9:25,10/9/2024 20:03,5,32,Hydraulic leak,Seal,3,GH-CUXIF,FALSE,FALSE,
VT-ABC-WO-1242,VT-ABC,KL-9081,Inspection,RET-ZBI8W,12/1/2024 22:51,11/7/2024 23:21,5,32,Hydraulic leak,Seal,3,GH-PH3V6,FALSE,FALSE,
VT-ABC-WO-6695,VT-ABC,SG-8133,Inspection,MTC-OTV32,11/26/2024 2:04,12/12/2024 9:30,5,32,Hydraulic leak,Seal,3,CC-OEJ56,FALSE,FALSE,
VT-ABC-WO-1464,VT-ABC,IX-3170,Inspection,RET-831WY,10/22/2024 23:34,10/15/2024 16:19,5,32,Hydraulic leak,Seal,3,CC-IR6ML,FALSE,FALSE,
VT-ABC-WO-6892,VT-ABC,SQ-2021,Inspection,GH-U6L4T,11/11/2024 19:02,11/30/2024 10:59,5,32,Hydraulic leak,Seal,3,RET-MIISF,FALSE,FALSE,
VT-ABC-WO-5902,VT-ABC,QR-1916,Inspection,RET-NJ2GT,12/26/2024 5:48,12/1/2024 0:15,5,32,Hydraulic leak,Seal,3,GH-CNC8K,FALSE,FALSE,
VT-ABC-WO-5346,VT-ABC,6E-3239,Inspection,CC-BWCXR,11/24/2024 1:36,10/21/2024 6:43,5,32,Hydraulic leak,Seal,3,SEC-2YEKS,FALSE,FALSE,
VT-ABC-WO-1639,VT-ABC,AI-9673,Inspection,CC-D3PVK,10/8/2024 5:26,12/30/2024 23:08,5,32,Hydraulic leak,Seal,3,MTC-JYV1P,FALSE,FALSE,
VT-ABC-WO-5283,VT-ABC,6.00E-266,Inspection,GH-NCHL0,11/6/2024 6:24,12/5/2024 21:52,5,32,Hydraulic leak,Seal,3,SEC-12HHM,FALSE,FALSE,
VT-ABC-WO-1104,VT-ABC,SG-6206,Inspection,SEC-95X36,11/5/2024 11:05,11/22/2024 2:50,5,32,Hydraulic leak,Seal,3,OPS-EYQYI,FALSE,FALSE,
VT-ABC-WO-5354,VT-ABC,QR-3312,Inspection,RET-48EDY,12/14/2024 20:02,11/10/2024 9:22,5,32,Hydraulic leak,Seal,3,MTC-OM9VN,FALSE,FALSE,
VT-ABC-WO-3782,VT-ABC,LH-3002,Inspection,SEC-OX22H,12/28/2024 13:11,11/28/2024 3:31,5,32,Hydraulic leak,Seal,3,MTC-YW2OF,FALSE,FALSE,
VT-ABC-WO-3300,VT-ABC,SG-1658,Inspection,GH-I10FP,12/3/2024 18:07,12/18/2024 22:41,5,32,Hydraulic leak,Seal,3,SEC-AFQ90,FALSE,FALSE,
VT-ABC-WO-1569,VT-ABC,SG-415,Inspection,RET-6S3I3,12/1/2024 19:06,12/11/2024 7:26,5,32,Hydraulic leak,Seal,3,OPS-Q5PG8,FALSE,FALSE,
VT-ABC-WO-5055,VT-ABC,UK-466,Inspection,OPS-IWACI,11/26/2024 13:28,10/30/2024 7:24,5,32,Hydraulic leak,Seal,3,OPS-YR7WL,FALSE,FALSE,
VT-ABC-WO-1419,VT-ABC,BA-8354,Inspection,MTC-D5UDL,10/19/2024 23:48,11/15/2024 2:14,5,32,Hydraulic leak,Seal,3,CC-8A8CE,FALSE,FALSE,
VT-ABC-WO-6895,VT-ABC,QR-1436,Inspection,CC-Z9OL7,11/20/2024 7:49,11/28/2024 2:16,5,32,Hydraulic leak,Seal,3,GH-OYAV5,FALSE,FALSE,
VT-ABC-WO-3427,VT-ABC,AF-858,Inspection,OPS-GOL2E,11/11/2024 11:23,11/10/2024 5:21,5,32,Hydraulic leak,Seal,3,MTC-23OCS,FALSE,FALSE,
VT-ABC-WO-8010,VT-ABC,KL-2524,Inspection,CC-AA3MG,10/30/2024 11:02,10/13/2024 10:46,5,32,Hydraulic leak,Seal,3,OPS-74MCW,FALSE,FALSE,
VT-ABC-WO-2504,VT-ABC,SQ-6749,Inspection,GH-L8X1R,11/10/2024 9:33,12/25/2024 19:27,5,32,Hydraulic leak,Seal,3,CC-QJ0I6,FALSE,FALSE,
VT-ABC-WO-9007,VT-ABC,SG-9788,Inspection,RET-9MROW,10/19/2024 11:10,10/16/2024 12:39,5,32,Hydraulic leak,Seal,3,MTC-GPG4Y,FALSE,FALSE,
VT-ABC-WO-2028,VT-ABC,AI-3819,Inspection,MTC-M7WZZ,10/7/2024 12:34,10/15/2024 3:37,5,32,Hydraulic leak,Seal,3,OPS-G7PJJ,FALSE,FALSE,
VT-ABC-WO-9299,VT-ABC,QR-4441,Inspection,OPS-DAFZ9,10/25/2024 18:12,12/3/2024 17:11,5,32,Hydraulic leak,Seal,3,MTC-HUMWR,FALSE,FALSE,
VT-ABC-WO-3282,VT-ABC,SG-415,Inspection,CC-XOFMW,12/9/2024 15:37,10/11/2024 3:46,5,32,Hydraulic leak,Seal,3,CC-0IE6N,FALSE,FALSE,
VT-ABC-WO-8459,VT-ABC,IX-7340,Inspection,GH-KBVYS,10/6/2024 11:20,11/16/2024 1:38,5,32,Hydraulic leak,Seal,3,CC-ZY5C1,FALSE,FALSE,
VT-ABC-WO-7821,VT-ABC,QR-591,Inspection,OPS-1O1IM,12/6/2024 21:03,11/3/2024 12:43,5,32,Hydraulic leak,Seal,3,GH-R8JNZ,FALSE,FALSE,
VT-ABC-WO-1463,VT-ABC,AF-6643,Inspection,MTC-BSZ3H,10/25/2024 11:51,12/18/2024 8:19,5,32,Hydraulic leak,Seal,3,RET-D48JI,FALSE,FALSE,
VT-ABC-WO-6091,VT-ABC,SG-2083,Inspection,OPS-SVZIS,12/29/2024 4:10,10/4/2024 14:06,5,32,Hydraulic leak,Seal,3,RET-38Q5G,FALSE,FALSE,
VT-ABC-WO-4129,VT-ABC,EK-454,Inspection,CC-S5BO4,11/29/2024 23:16,11/14/2024 6:44,5,32,Hydraulic leak,Seal,3,CC-RE8SG,FALSE,FALSE,
VT-ABC-WO-3590,VT-ABC,BA-8552,Inspection,CC-C2VIU,11/17/2024 19:20,10/11/2024 0:22,5,32,Hydraulic leak,Seal,3,RET-EMNVT,FALSE,FALSE,
VT-ABC-WO-5089,VT-ABC,EK-6647,Inspection,SEC-12MJB,11/27/2024 6:00,12/6/2024 11:56,5,32,Hydraulic leak,Seal,3,OPS-UXT5R,FALSE,FALSE,
VT-ABC-WO-3004,VT-ABC,LH-5149,Inspection,RET-VQJ9G,12/29/2024 1:56,11/24/2024 1:07,5,32,Hydraulic leak,Seal,3,GH-R2SC1,FALSE,FALSE,
VT-ABC-WO-7832,VT-ABC,SQ-2851,Inspection,OPS-YZ95K,10/26/2024 5:32,11/13/2024 10:34,5,32,Hydraulic leak,Seal,3,RET-GWQC2,FALSE,FALSE,
VT-ABC-WO-4953,VT-ABC,KL-1992,Inspection,OPS-K1WN4,12/26/2024 0:42,12/5/2024 23:25,5,32,Hydraulic leak,Seal,3,GH-5TPCH,FALSE,FALSE,
VT-ABC-WO-9340,VT-ABC,KL-7694,Inspection,MTC-8YHLY,10/23/2024 15:27,12/20/2024 11:37,5,32,Hydraulic leak,Seal,3,OPS-KC9UW,FALSE,FALSE,
VT-ABC-WO-9260,VT-ABC,QR-4287,Inspection,SEC-W7KGM,11/6/2024 19:30,10/9/2024 18:07,5,32,Hydraulic leak,Seal,3,OPS-H7DC6,FALSE,FALSE,
VT-ABC-WO-7998,VT-ABC,UK-8138,Inspection,RET-AXMMF,12/19/2024 21:36,10/28/2024 20:08,5,32,Hydraulic leak,Seal,3,SEC-GF992,FALSE,FALSE,
VT-ABC-WO-8599,VT-ABC,AF-3599,Inspection,MTC-HH66P,12/26/2024 2:00,11/19/2024 0:31,5,32,Hydraulic leak,Seal,3,SEC-I55C2,FALSE,FALSE,
VT-ABC-WO-3526,VT-ABC,SG-695,Inspection,CC-HMHYA,10/20/2024 6:41,11/28/2024 21:03,5,32,Hydraulic leak,Seal,3,CC-C2WM0,FALSE,FALSE,
VT-ABC-WO-4100,VT-ABC,AF-4097,Inspection,MTC-154X7,10/26/2024 19:50,12/7/2024 0:35,5,32,Hydraulic leak,Seal,3,RET-6Y97A,FALSE,FALSE,
VT-ABC-WO-3575,VT-ABC,AF-5065,Inspection,CC-RWNHJ,11/12/2024 4:03,12/15/2024 20:41,5,32,Hydraulic leak,Seal,3,GH-D3MIJ,FALSE,FALSE,
VT-ABC-WO-9981,VT-ABC,BA-8120,Inspection,OPS-VKOR1,12/14/2024 14:42,10/1/2024 15:36,5,32,Hydraulic leak,Seal,3,GH-HQL91,FALSE,FALSE,
VT-ABC-WO-9314,VT-ABC,QR-9424,Inspection,GH-TXQJ0,10/23/2024 3:11,12/3/2024 12:28,5,32,Hydraulic leak,Seal,3,CC-0AHBS,FALSE,FALSE,
VT-ABC-WO-9082,VT-ABC,SG-4302,Inspection,CC-RB6SJ,12/30/2024 11:23,12/20/2024 0:49,5,32,Hydraulic leak,Seal,3,CC-58DG0,FALSE,FALSE,
VT-ABC-WO-1957,VT-ABC,6E-7501,Inspection,OPS-JQOEH,11/21/2024 1:51,10/24/2024 9:24,5,32,Hydraulic leak,Seal,3,GH-MQ6UT,FALSE,FALSE,
VT-ABC-WO-9234,VT-ABC,AF-7671,Inspection,MTC-J6MIH,11/6/2024 6:27,11/10/2024 8:10,5,32,Hydraulic leak,Seal,3,MTC-148KW,FALSE,FALSE,
VT-ABC-WO-8383,VT-ABC,EK-793,Inspection,MTC-3M0WP,12/2/2024 15:08,12/16/2024 14:25,5,32,Hydraulic leak,Seal,3,SEC-SNZ9R,FALSE,FALSE,
VT-ABC-WO-5271,VT-ABC,SG-1658,Inspection,SEC-OSPBY,11/15/2024 23:35,11/8/2024 15:30,5,32,Hydraulic leak,Seal,3,RET-RQCWS,FALSE,FALSE,
VT-ABC-WO-9630,VT-ABC,LH-7321,Inspection,RET-UY1NK,12/8/2024 12:42,12/20/2024 17:46,5,32,Hydraulic leak,Seal,3,RET-1ZDVL,FALSE,FALSE,
VT-ABC-WO-2182,VT-ABC,AF-9084,Inspection,SEC-F6Z4I,12/15/2024 19:36,12/20/2024 8:00,5,32,Hydraulic leak,Seal,3,GH-N0WQL,FALSE,FALSE,
VT-ABC-WO-4739,VT-ABC,KL-1215,Inspection,GH-EQV7E,12/4/2024 10:54,11/13/2024 9:36,5,32,Hydraulic leak,Seal,3,RET-7BMVX,FALSE,FALSE,
VT-ABC-WO-2657,VT-ABC,LH-4440,Inspection,OPS-MZ69D,11/14/2024 16:33,11/15/2024 4:55,5,32,Hydraulic leak,Seal,3,MTC-M1TBW,FALSE,FALSE,
VT-ABC-WO-4461,VT-ABC,KL-7989,Inspection,SEC-T86H8,10/9/2024 0:34,10/6/2024 11:49,5,32,Hydraulic leak,Seal,3,RET-C7AVE,FALSE,FALSE,
VT-ABC-WO-9005,VT-ABC,LH-3345,Inspection,GH-PEL0H,10/23/2024 19:11,11/6/2024 7:43,5,32,Hydraulic leak,Seal,3,MTC-D3036,FALSE,FALSE,
VT-ABC-WO-8158,VT-ABC,EK-301,Inspection,MTC-H4TTC,11/13/2024 19:27,12/1/2024 14:31,5,32,Hydraulic leak,Seal,3,GH-YDJLQ,FALSE,FALSE,
VT-ABC-WO-9373,VT-ABC,6E-6034,Inspection,CC-D54SS,12/17/2024 10:27,10/2/2024 14:47,5,32,Hydraulic leak,Seal,3,MTC-B20YK,FALSE,FALSE,
VT-ABC-WO-3831,VT-ABC,UK-9664,Inspection,OPS-B55PK,10/11/2024 3:44,12/29/2024 13:19,5,32,Hydraulic leak,Seal,3,OPS-6PNNA,FALSE,FALSE,
VT-ABC-WO-3341,VT-ABC,AF-858,Inspection,RET-O5GDM,11/17/2024 19:16,10/9/2024 17:34,5,32,Hydraulic leak,Seal,3,RET-RJ9ZY,FALSE,FALSE,
VT-ABC-WO-6620,VT-ABC,SG-3215,Inspection,SEC-0J9EQ,10/25/2024 11:44,11/8/2024 13:57,5,32,Hydraulic leak,Seal,3,OPS-412YJ,FALSE,FALSE,
VT-ABC-WO-1339,VT-ABC,UK-2273,Inspection,RET-5MPLP,11/27/2024 17:05,12/6/2024 18:04,5,32,Hydraulic leak,Seal,3,SEC-T43DX,FALSE,FALSE,
VT-ABC-WO-3718,VT-ABC,IX-9702,Inspection,MTC-9EUEF,11/13/2024 5:27,12/23/2024 8:32,5,32,Hydraulic leak,Seal,3,GH-F6EHT,FALSE,FALSE,
VT-ABC-WO-6019,VT-ABC,BA-4434,Inspection,RET-W4NLL,10/14/2024 13:53,12/16/2024 21:19,5,32,Hydraulic leak,Seal,3,SEC-ZNCFH,FALSE,FALSE,
VT-ABC-WO-2601,VT-ABC,SG-1523,Inspection,RET-MZZ1Q,11/1/2024 11:29,10/2/2024 6:03,5,32,Hydraulic leak,Seal,3,SEC-UG4EI,FALSE,FALSE,
VT-ABC-WO-4983,VT-ABC,EK-7555,Inspection,OPS-Z4E3A,12/13/2024 16:57,10/7/2024 7:33,5,32,Hydraulic leak,Seal,3,CC-GN7AI,FALSE,FALSE,
VT-ABC-WO-5820,VT-ABC,IX-8442,Inspection,CC-VLPKX,12/8/2024 23:35,10/7/2024 6:05,5,32,Hydraulic leak,Seal,3,CC-8Q6C5,FALSE,FALSE,
VT-ABC-WO-9598,VT-ABC,KL-9646,Inspection,GH-Z1RPI,10/6/2024 3:18,11/3/2024 16:41,5,32,Hydraulic leak,Seal,3,GH-O3EXJ,FALSE,FALSE,
VT-ABC-WO-7417,VT-ABC,AF-8238,Inspection,RET-06KYV,12/30/2024 2:08,11/12/2024 7:17,5,32,Hydraulic leak,Seal,3,RET-CJ95X,FALSE,FALSE,
VT-ABC-WO-6706,VT-ABC,AF-3234,Inspection,GH-J73YQ,10/8/2024 15:25,10/20/2024 3:32,5,32,Hydraulic leak,Seal,3,OPS-H65U7,FALSE,FALSE,
VT-ABC-WO-3745,VT-ABC,KL-3218,Inspection,CC-9DA14,10/24/2024 2:47,10/30/2024 23:53,5,32,Hydraulic leak,Seal,3,RET-G11T1,FALSE,FALSE,
VT-ABC-WO-9284,VT-ABC,SQ-9420,Inspection,MTC-X6KRH,11/4/2024 19:29,10/9/2024 11:53,5,32,Hydraulic leak,Seal,3,CC-ZDCXV,FALSE,FALSE,
VT-ABC-WO-6811,VT-ABC,AI-6498,Inspection,GH-67JF3,10/18/2024 15:22,12/26/2024 2:21,5,32,Hydraulic leak,Seal,3,GH-8DX0U,FALSE,FALSE,
VT-ABC-WO-9113,VT-ABC,LH-6372,Inspection,SEC-JQU00,10/6/2024 13:42,12/26/2024 18:41,5,32,Hydraulic leak,Seal,3,GH-XMC8X,FALSE,FALSE,
VT-ABC-WO-1194,VT-ABC,KL-4683,Inspection,OPS-VVMX7,10/30/2024 18:18,10/28/2024 6:43,5,32,Hydraulic leak,Seal,3,SEC-5J55I,FALSE,FALSE,
VT-ABC-WO-2642,VT-ABC,LH-9979,Inspection,OPS-HNCVT,12/2/2024 9:42,11/9/2024 22:36,5,32,Hydraulic leak,Seal,3,OPS-VQPKT,FALSE,FALSE,
VT-ABC-WO-9938,VT-ABC,IX-6265,Inspection,CC-JC77N,12/19/2024 17:42,11/25/2024 12:23,5,32,Hydraulic leak,Seal,3,SEC-SQXUJ,FALSE,FALSE,
VT-ABC-WO-6219,VT-ABC,SG-5210,Inspection,RET-GKZED,10/14/2024 6:17,10/9/2024 20:35,5,32,Hydraulic leak,Seal,3,SEC-9Z5Z5,FALSE,FALSE,
VT-ABC-WO-6283,VT-ABC,KL-7419,Inspection,MTC-QDME7,11/6/2024 5:03,10/21/2024 17:30,5,32,Hydraulic leak,Seal,3,CC-BSO8H,FALSE,FALSE,
VT-ABC-WO-2371,VT-ABC,EK-3236,Inspection,OPS-8MKB2,10/9/2024 14:21,12/14/2024 22:48,5,32,Hydraulic leak,Seal,3,RET-L20LW,FALSE,FALSE,
VT-ABC-WO-9684,VT-ABC,IX-2230,Inspection,SEC-HRRYD,12/2/2024 21:01,10/7/2024 13:03,5,32,Hydraulic leak,Seal,3,RET-A1I1U,FALSE,FALSE,
VT-ABC-WO-6881,VT-ABC,LH-4313,Inspection,OPS-T2IQ0,11/14/2024 18:55,11/17/2024 1:39,5,32,Hydraulic leak,Seal,3,GH-I3ZYB,FALSE,FALSE,
VT-ABC-WO-7439,VT-ABC,LH-1878,Inspection,CC-4SV99,12/28/2024 3:39,11/11/2024 10:20,5,32,Hydraulic leak,Seal,3,GH-5DEJ4,FALSE,FALSE,
VT-ABC-WO-8901,VT-ABC,SG-5710,Inspection,GH-MADFD,10/8/2024 0:44,12/24/2024 22:05,5,32,Hydraulic leak,Seal,3,RET-DR0KJ,FALSE,FALSE,
VT-ABC-WO-6856,VT-ABC,6E-6560,Inspection,RET-R86NQ,12/24/2024 16:23,10/21/2024 17:00,5,32,Hydraulic leak,Seal,3,OPS-SS2XV,FALSE,FALSE,
VT-ABC-WO-4262,VT-ABC,LH-2807,Inspection,GH-J6O5T,10/18/2024 7:12,12/12/2024 23:14,5,32,Hydraulic leak,Seal,3,GH-S7BIX,FALSE,FALSE,
VT-ABC-WO-9042,VT-ABC,KL-2524,Inspection,OPS-8UDN9,12/21/2024 19:10,11/3/2024 1:34,5,32,Hydraulic leak,Seal,3,MTC-NSATK,FALSE,FALSE,
VT-ABC-WO-3209,VT-ABC,QR-7106,Inspection,GH-QCEFD,11/3/2024 14:05,12/21/2024 19:21,5,32,Hydraulic leak,Seal,3,MTC-EGL3P,FALSE,FALSE,
VT-ABC-WO-8453,VT-ABC,SG-5210,Inspection,RET-8557P,11/6/2024 16:20,12/24/2024 21:09,5,32,Hydraulic leak,Seal,3,CC-HCGB6,FALSE,FALSE,
VT-ABC-WO-5622,VT-ABC,EK-1305,Inspection,GH-SHQ89,12/5/2024 12:36,12/27/2024 6:40,5,32,Hydraulic leak,Seal,3,OPS-N4Y8S,FALSE,FALSE,
VT-ABC-WO-2239,VT-ABC,LH-2373,Inspection,CC-7L7O4,11/27/2024 4:35,12/12/2024 17:49,5,32,Hydraulic leak,Seal,3,CC-W1VTT,FALSE,FALSE,
VT-ABC-WO-2627,VT-ABC,LH-2541,Inspection,OPS-QKOZQ,11/6/2024 8:22,10/21/2024 10:40,5,32,Hydraulic leak,Seal,3,MTC-BJKQT,FALSE,FALSE,
VT-ABC-WO-9657,VT-ABC,KL-8076,Inspection,CC-DMJLB,11/6/2024 3:33,12/29/2024 11:54,5,32,Hydraulic leak,Seal,3,OPS-WI1V3,FALSE,FALSE,
VT-ABC-WO-4211,VT-ABC,SQ-4613,Inspection,CC-PGG3L,11/22/2024 18:32,12/30/2024 8:52,5,32,Hydraulic leak,Seal,3,GH-555ZW,FALSE,FALSE,
VT-ABC-WO-5639,VT-ABC,IX-6230,Inspection,CC-NRGOX,10/9/2024 6:31,10/5/2024 0:01,5,32,Hydraulic leak,Seal,3,CC-HOY3C,FALSE,FALSE,
VT-ABC-WO-2071,VT-ABC,QR-4405,Inspection,GH-Q3R5D,12/4/2024 15:49,11/6/2024 6:33,5,32,Hydraulic leak,Seal,3,GH-P0TLI,FALSE,FALSE,
VT-ABC-WO-6267,VT-ABC,AF-8737,Inspection,CC-MIAVG,12/16/2024 14:35,12/19/2024 3:38,5,32,Hydraulic leak,Seal,3,SEC-77FGP,FALSE,FALSE,
VT-ABC-WO-4007,VT-ABC,SQ-8606,Inspection,RET-A5H3P,11/26/2024 19:11,11/10/2024 15:47,5,32,Hydraulic leak,Seal,3,MTC-QU35E,FALSE,FALSE,
VT-ABC-WO-7902,VT-ABC,AF-5291,Inspection,GH-1AX9N,10/17/2024 6:47,11/26/2024 22:47,5,32,Hydraulic leak,Seal,3,CC-S64YK,FALSE,FALSE,
VT-ABC-WO-1755,VT-ABC,EK-5817,Inspection,MTC-FBRR3,11/23/2024 7:25,12/17/2024 19:40,5,32,Hydraulic leak,Seal,3,MTC-TR2YG,FALSE,FALSE,
VT-ABC-WO-7699,VT-ABC,AF-3234,Inspection,OPS-ZFPPX,12/3/2024 15:41,10/27/2024 12:47,5,32,Hydraulic leak,Seal,3,SEC-KXFC6,FALSE,FALSE,
VT-ABC-WO-6767,VT-ABC,SQ-7751,Inspection,GH-Y5QLE,10/16/2024 4:51,12/12/2024 0:16,5,32,Hydraulic leak,Seal,3,SEC-ULRI4,FALSE,FALSE,
VT-ABC-WO-4407,VT-ABC,SG-4587,Inspection,RET-V76OM,12/17/2024 10:01,12/15/2024 7:23,5,32,Hydraulic leak,Seal,3,GH-MFJQL,FALSE,FALSE,
VT-ABC-WO-1735,VT-ABC,QR-5718,Inspection,RET-4KQCK,10/11/2024 1:29,12/20/2024 13:39,5,32,Hydraulic leak,Seal,3,GH-1G6P7,FALSE,FALSE,
VT-ABC-WO-9168,VT-ABC,EK-8968,Inspection,GH-S8PWA,11/19/2024 9:52,11/30/2024 10:55,5,32,Hydraulic leak,Seal,3,SEC-HYBM1,FALSE,FALSE,
VT-ABC-WO-7064,VT-ABC,6E-5154,Inspection,CC-AA9O8,10/29/2024 22:53,11/14/2024 11:07,5,32,Hydraulic leak,Seal,3,OPS-VH6SB,FALSE,FALSE,
VT-ABC-WO-3092,VT-ABC,UK-6801,Inspection,SEC-IJJHQ,11/9/2024 13:12,12/14/2024 23:36,5,32,Hydraulic leak,Seal,3,GH-9MUO3,FALSE,FALSE,
VT-ABC-WO-4964,VT-ABC,6.00E-304,Inspection,OPS-H66LE,11/25/2024 4:27,11/22/2024 23:59,5,32,Hydraulic leak,Seal,3,MTC-XZD7P,FALSE,FALSE,
